condition1A	condition1B	condition1C	condition2A	condition2B	condition2C	condition3A	condition3B	condition3C	condition4A	condition4B	condition4C	condition5	condition6
gene4329	1363	690	956	226	76	199	45	24	64	25	12	22	1	4
gene4330	18	17	26	4	2	9	4	4	3	5	3	3	2	1
gene4331	0	0	0	0	0	0	0	0	0	0	0	0	5	22
gene4332	0	0	0	1	0	0	1	1	1	1	1	1	1	38
gene4333	0	1	0	2	23	3	0	0	0	0	0	1	0	6
gene4334	8	19	10	42	107	36	25	40	52	40	21	84	7	4
gene4335	0	0	0	0	0	0	0	0	0	1	1	0	0	85
gene4336	69	123	108	115	97	172	267	230	192	472	250	434	72	18
gene4337	3	1	2	1	1	1	1	1	2	1	1	1	19	50
gene4338	20	14	15	16	12	13	19	18	17	18	19	24	4	26
gene4339	0	0	0	2	1	1	0	1	0	1	1	1	22	4
gene4340	0	0	0	0	0	0	0	0	0	0	0	0	0	11
gene4341	123	87	47	30	7	12	34	37	27	77	40	37	3	10
gene4342	0	0	0	0	0	0	0	0	0	0	0	0	4	26
gene4343	0	0	0	0	0	0	0	0	0	0	0	0	652	179
gene4344	0	0	0	0	0	0	0	0	0	0	0	0	67	31
gene4345	0	0	0	0	0	0	0	0	0	0	0	0	2	30
gene4346	0	0	0	0	0	0	0	0	0	0	0	0	108	44
gene4347	1	5	1	4	15	6	2	23	5	34	47	42	1	2
gene4348	0	0	0	1	1	1	3	3	1	4	4	1	51	1
gene4349	21	29	54	12	7	16	10	8	12	9	5	6	10	8
gene4350	1	0	1	5	1	1	1	1	1	2	1	6	21	0
gene4351	3	3	2	3	3	2	48	30	36	17	13	22	12	9
gene4352	0	0	0	0	0	0	2	1	2	2	2	2	68	34
gene4353	0	0	0	0	0	0	0	0	0	0	0	0	12	140
gene4354	1	2	1	1	1	2	1	1	1	1	0	1	42	16
gene4355	5	6	4	8	5	5	7	11	5	5	7	8	7	36
gene4356	0	0	1	1	0	0	0	0	0	0	0	0	2	40
gene4357	4	6	5	7	11	9	9	15	11	20	29	28	1	1
gene4358	0	0	0	0	0	0	0	0	0	0	0	0	8	48
gene4359	6	6	3	7	8	4	2	5	2	3	5	4	9	30
gene4360	8	8	4	17	11	11	0	0	1	0	0	0	0	2
gene4361	0	0	0	0	0	0	15	6	1	3	2	0	2	1
gene4362	0	0	0	16	1	0	0	0	0	1	2	0	6	3
gene4363	0	0	0	0	0	0	0	0	0	0	0	0	13	127
gene4364	8	7	9	21	21	16	22	17	14	14	10	17	36	54
gene4365	13	13	6	8	9	6	29	28	50	32	26	25	26	197
gene4366	0	0	0	0	0	0	0	0	0	0	0	0	7	88
gene4367	7	17	33	42	40	11	3	2	3	2	2	1	0	0
gene4368	3	33	24	11	65	32	415	400	242	718	1886	255	34	4
gene4369	0	14	7	14	80	14	49	11	5	37	8	11	128	42
gene4370	5	5	6	24	24	22	68	100	91	77	100	78	7	0
gene4371	4	5	7	1	0	1	2	2	2	1	2	0	2	0
gene4372	0	0	0	0	0	0	0	0	0	0	0	0	153	28
gene4373	0	0	0	6	3	8	13	39	25	34	45	86	4	0
gene4374	4	4	8	10	7	9	7	10	14	4	10	6	2	38
gene4375	0	0	0	0	0	0	0	0	0	0	0	0	28	65
gene4376	10	13	12	17	35	20	27	29	33	31	35	32	14	15
gene4377	0	0	0	0	0	0	1	0	0	0	0	0	30	3
gene4378	0	0	0	0	0	0	0	0	0	0	0	0	75	19
gene4379	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gene4380	0	0	0	0	0	0	0	0	0	0	0	0	2	13
gene4381	0	2	5	0	1	1	18	16	12	129	54	68	350	14
gene4382	1	2	0	2	6	2	6	10	8	19	20	22	1	1
gene4383	0	0	0	1	1	3	5	27	23	41	35	49	0	0
gene4384	0	0	0	0	0	0	0	0	0	0	0	0	8	263
gene4385	0	0	0	0	0	0	0	0	0	0	0	0	50	19
gene4386	27	22	15	5	11	6	5	4	7	5	7	4	3	21
gene4387	2	4	6	11	11	20	29	33	41	18	21	11	6	2
gene4388	0	0	0	0	0	0	0	0	0	0	0	0	446	124
gene4389	7	7	2	4	3	3	0	0	0	0	0	0	0	10
gene4390	20	16	11	11	11	10	18	16	18	12	16	16	20	62
gene4391	0	0	0	0	0	0	0	0	0	0	0	0	293	45
gene4392	3	4	5	2	0	2	7	2	1	43	17	33	1	0
gene4393	3	6	4	2	1	3	2	1	5	2	1	1	83	20
gene4394	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gene4395	3	14	4	7	18	18	16	12	10	17	10	26	6	14
gene4396	0	2	0	3	12	4	16	31	44	25	22	39	0	0
gene4397	3	4	3	12	11	9	5	9	7	11	12	18	13	8
gene4398	10	6	3	3	2	3	2	1	2	1	1	1	1	12
gene4399	0	0	0	0	0	0	0	0	0	0	0	0	4	19
gene4400	0	0	0	12	3	3	4	1	3	9	5	9	12	0
gene4401	0	1	0	1	4	3	1	2	1	2	2	1	37	4
gene4402	0	4	0	9	12	7	17	19	22	26	14	23	8	14
gene4403	0	0	0	0	0	0	0	0	0	0	0	0	65	9
gene4404	0	0	0	0	0	0	0	0	0	0	0	0	0	29
gene4405	1	0	1	21	8	8	11	11	16	12	13	13	20	0
gene4406	76	56	54	30	11	29	30	34	34	19	28	12	0	1
gene4407	16	13	13	6	9	9	9	10	5	7	3	4	1	14
gene4408	0	0	0	0	0	0	0	0	0	0	0	0	1	16
gene4409	0	0	0	1	0	0	0	0	0	0	0	0	15	4
gene4410	3	4	3	9	5	7	48	40	48	35	20	23	38	11
gene4411	20	11	11	10	5	9	17	7	11	5	5	4	2	19
gene4412	515	315	113	184	206	100	44	18	41	3	4	3	7	61
gene4413	1	0	0	0	0	0	0	0	0	0	0	0	2	122
gene4414	0	0	0	0	0	0	0	0	0	0	0	0	61	10
gene4415	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gene4416	0	9	1	14	17	2	3	3	5	2	2	2	1	8
gene4417	0	0	0	0	0	0	0	0	0	0	0	0	60	10
gene4418	0	0	0	0	0	0	0	0	0	0	0	0	21	2
gene4419	7	5	5	11	17	10	5	8	6	11	8	21	24	15
gene4420	3	74	180	21	155	46	23	18	26	7	3	6	28	9
gene4421	20	19	31	5	2	10	5	4	3	5	3	3	5	3
gene4422	0	0	0	0	0	0	0	0	0	0	0	0	138	71
gene4423	3	26	21	49	94	60	18	42	33	62	90	99	66	35
gene4424	0	0	0	0	0	0	0	0	0	0	0	0	23	58
gene4425	25	43	17	61	134	59	16	15	15	14	13	49	177	179
gene4426	92	277	332	131	166	247	839	837	857	741	935	834	116	16
gene4427	0	1	0	3	9	2	3	4	3	8	5	6	7	6
gene4428	43	41	37	25	24	31	28	24	19	23	20	23	11	48
gene4429	0	0	0	0	0	0	0	0	0	0	0	0	68	17
gene4430	9	3	2	7	7	3	13	8	14	25	28	24	0	0
gene4431	0	0	0	6	12	5	3	6	14	48	73	165	12	0
gene4432	9	15	7	14	27	27	13	14	11	13	43	15	5	9
gene4433	0	0	0	1	0	0	2	1	1	13	8	4	0	0
gene4434	0	0	0	0	0	0	0	0	0	0	0	0	9	25
gene4435	1	0	1	20	2	5	0	0	0	0	0	0	0	0
gene4436	1	4	0	2	2	1	2	2	2	1	1	2	364	171
gene4437	0	0	0	0	0	0	0	0	0	0	0	0	164	50
gene4438	0	0	0	1	1	1	5	19	5	57	138	52	2	0
gene4439	7	6	2	9	5	6	3	3	3	2	3	1	93	3
gene4440	0	6	2	1	3	2	1	1	0	0	0	0	342	136
gene4441	6	7	3	6	10	4	18	13	13	5	4	5	5	3
gene4442	0	0	0	0	0	0	0	0	0	0	0	0	41	11
gene4443	7	24	22	22	50	44	27	43	32	55	43	39	1	0
gene4444	0	0	0	0	0	0	0	0	0	0	0	0	19	55
gene4445	0	0	0	3	3	1	15	15	14	45	79	59	0	0
gene4446	0	0	0	0	0	0	0	0	0	0	0	0	2	69
gene4447	0	0	0	1	0	0	0	0	0	0	0	0	16	45
gene4448	0	0	0	0	0	0	0	0	0	0	0	0	6	40
gene4449	0	0	0	0	0	0	0	0	0	0	0	0	20	56
gene4450	0	0	0	0	0	0	0	0	0	0	0	0	3	16
gene4451	2	5	8	5	3	7	32	24	10	78	35	50	14	6
gene4452	2	12	1	15	52	36	34	34	49	45	49	33	1	0
gene4453	0	0	0	0	0	0	0	0	0	0	0	0	31	11
gene4454	0	0	0	0	0	0	0	0	0	0	0	0	22	45
gene4455	5	7	9	1	0	5	24	20	23	4	3	4	2	1
gene4456	9	9	17	6	2	8	17	13	11	15	12	6	22	6
gene4457	0	0	0	0	0	0	0	0	0	0	0	0	3	58
gene4458	2	1	0	9	1	0	9	6	2	3	6	2	76	29
gene4459	0	0	0	0	0	0	0	0	0	0	0	0	49	5
gene4460	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gene4461	8	9	5	11	14	9	3	5	4	6	11	7	17	3
gene4462	0	0	0	0	0	0	0	0	0	0	0	0	3	15
gene4463	7	17	34	2	0	10	11	9	5	3	3	1	11	1
gene4464	1	2	1	0	1	1	1	1	0	1	0	0	12	0
gene4465	3	6	12	4	4	8	96	77	83	54	46	31	29	40
gene4466	2	1	3	2	2	1	14	13	16	11	9	10	0	19
gene4467	0	0	0	0	0	0	0	0	0	0	0	0	4	30
gene4468	10	7	8	8	7	7	17	17	18	13	12	12	15	187
gene4469	5	9	2	25	42	15	17	35	31	60	57	85	3	1
gene4470	1	0	0	0	0	0	1	1	1	0	2	1	0	9
gene4471	0	0	0	0	0	0	0	0	0	0	0	0	7	32
gene4472	6	5	3	4	4	4	10	12	9	12	9	11	5	88
gene4473	0	0	0	0	0	0	0	0	0	0	0	0	18	43
gene4474	0	0	0	0	0	0	0	0	0	0	0	0	73	26
gene4475	0	0	0	0	0	0	0	0	0	0	0	0	7	42
gene4476	2	2	2	3	2	3	4	3	3	3	2	3	1	11
gene4477	1	1	2	2	2	1	2	2	2	2	2	2	97	49
gene4478	3	3	2	3	2	2	3	4	3	2	2	3	0	14
gene4479	6	11	1	26	61	29	8	6	5	1	4	2	2	0
gene4480	3	2	1	1	0	1	2	2	1	1	1	2	30	8
gene4481	33	34	25	10	2	4	4	16	7	10	13	8	13	247
gene4482	0	0	0	0	0	0	0	0	0	0	0	0	22	3
gene4483	0	0	0	0	1	0	7	22	19	38	56	91	0	0
gene4484	0	0	0	0	0	0	0	0	0	0	0	0	58	28
gene4485	0	0	0	0	0	0	0	0	0	0	0	0	125	1
gene4486	0	0	0	0	0	0	0	0	0	0	0	0	102	24
gene4487	0	0	0	0	0	0	0	0	0	0	0	0	29	88
gene4488	0	0	0	0	0	0	0	0	0	0	0	0	23	52
gene4489	0	0	0	0	0	0	0	0	0	0	0	0	2	16
gene4490	0	0	0	0	0	0	0	0	0	0	0	0	385	41
gene4491	13	14	39	67	25	46	21	8	14	18	5	13	2	0
gene4492	0	0	0	0	0	0	0	0	0	0	0	0	55	113
gene4493	24	16	12	10	5	4	10	7	11	7	2	12	4	1
gene4494	1	4	5	4	2	5	2	2	2	1	2	1	50	15
gene4495	0	0	0	0	0	0	5	6	6	15	17	13	678	262
gene4496	0	0	0	0	0	0	0	0	0	0	0	0	45	14
gene4497	0	0	0	0	0	0	0	0	0	0	0	0	72	38
gene4498	0	2	0	7	30	1	3	3	4	16	22	15	493	167
gene4499	2	4	4	5	6	8	12	14	14	45	42	76	11	4
gene4500	0	0	0	0	0	0	0	0	0	0	0	0	38	11
gene4501	0	0	0	0	0	0	1	1	1	0	0	0	1	50
gene4502	1	2	1	13	14	9	11	22	13	107	79	129	149	4
gene4503	22	25	21	16	22	21	2	2	3	2	1	2	1	15
gene4504	0	0	0	0	0	0	0	0	0	0	0	0	158	37
gene4505	8	19	10	19	30	25	19	31	27	47	67	77	3	4
gene4506	2	3	2	3	4	3	1	1	0	1	1	0	10	280
gene4507	0	0	0	0	0	0	0	0	0	0	0	0	9	32
gene4508	0	0	0	0	0	0	0	0	0	0	0	0	96	35
gene4509	1	1	1	0	0	0	0	0	0	0	0	0	11	44
gene4510	0	0	0	0	0	0	0	0	0	0	0	0	133	1
gene4511	6	46	10	99	87	6	191	193	386	340	553	360	364	68
gene4512	0	0	0	1	0	0	0	0	0	0	0	0	4	37
gene4513	3	18	7	45	98	48	18	25	28	57	31	89	2	1
gene4514	0	0	0	0	0	0	0	0	0	0	0	0	45	11
gene4515	0	0	0	0	0	0	0	0	0	0	0	0	5	231
gene4516	1	1	1	4	3	1	2	6	2	5	36	2	0	0
gene4517	0	0	0	0	0	0	2	2	3	0	1	1	1	775
gene4518	0	0	0	0	0	0	0	0	0	0	0	0	4	17
gene4519	0	0	0	0	0	0	0	0	0	0	0	0	4	25
gene4520	0	1	3	20	68	38	333	557	602	754	983	1074	3	0
gene4521	1	2	1	2	4	2	2	3	3	6	13	7	142	60
gene4522	0	0	0	1	2	0	0	0	0	0	0	0	18	2
gene4523	7	6	10	1	0	3	3	1	0	0	0	0	0	0
gene4524	0	0	1	1	0	0	0	0	0	0	1	0	46	205
gene4525	0	0	0	0	0	0	0	0	0	0	0	0	0	32
gene4526	0	0	0	0	0	0	0	0	0	0	0	0	1	227
gene4527	0	0	0	0	0	0	0	0	0	0	0	0	393	40
gene4528	0	0	0	2	0	0	1	4	1	6	22	2	21	20
gene4529	0	0	0	1	1	4	31	44	36	79	18	63	124	3
gene4530	0	0	0	0	0	0	0	0	0	0	0	0	5	27
gene4531	0	0	0	0	0	0	0	0	0	0	0	0	37	4
gene4532	1	2	1	10	10	5	1	3	2	13	13	16	0	1
gene4533	2	2	2	2	7	2	12	15	13	32	58	52	3	2
gene4534	20	73	55	149	279	142	325	369	175	498	699	312	172	53
gene4535	3	5	4	18	14	8	9	10	13	47	47	48	0	0
gene4536	1	0	0	1	0	0	0	0	0	0	0	0	12	70
gene4537	0	0	0	0	0	0	0	0	0	0	0	0	206	0
gene4538	61	46	87	56	46	89	72	95	86	48	26	41	13	4
gene4539	0	1	0	0	1	1	1	1	0	3	6	0	51	20
gene4540	3	2	4	2	1	2	3	2	2	2	1	2	17	147
gene4541	0	0	0	0	0	0	0	0	0	0	0	0	1	12
gene4542	0	0	0	0	0	0	0	0	0	0	0	0	23	2
gene4543	0	0	0	0	0	0	0	0	0	0	0	0	14	40
gene4544	0	0	0	0	0	0	0	0	0	0	0	0	1	12
gene4545	0	0	0	0	0	0	0	0	0	0	0	0	6	29
gene4546	1	14	0	8	74	18	13	6	10	9	4	6	5	23
gene4547	0	0	0	0	0	0	0	0	0	0	0	0	33	0
gene4548	0	0	0	0	0	0	0	0	0	0	0	0	66	14
gene4549	0	0	0	0	0	0	0	0	0	0	0	0	12	0
gene4550	0	0	0	0	0	0	3	7	5	16	30	22	3	0
gene4551	0	1	0	1	3	2	9	12	16	9	12	9	49	14
gene4552	0	0	0	1	1	1	0	1	0	0	0	1	0	14
gene4553	0	0	0	0	0	0	0	0	0	0	0	0	0	11
gene4554	7	12	6	14	3	10	67	38	21	89	29	27	77	18
gene4555	0	0	0	0	0	0	0	0	0	0	0	0	54	31
gene4556	19	12	14	10	9	11	13	14	16	8	10	8	3	49
gene4557	1	3	2	3	4	4	4	7	9	18	13	38	0	0
gene4558	0	0	0	0	0	0	0	0	0	0	0	0	18	41
gene4559	25	38	14	27	54	15	77	43	69	19	18	21	8	10
gene4560	0	0	0	0	0	0	0	0	0	0	0	0	35	17
gene4561	15	74	11	17	127	5	185	49	152	38	17	47	10	6
gene4562	29	2	19	2	0	4	0	0	0	0	0	0	0	0
gene4563	0	0	0	0	0	0	0	0	0	0	0	0	78	44
gene4564	0	0	0	0	0	0	0	0	0	3	1	9	0	1
gene4565	0	0	0	0	0	0	0	0	0	0	0	0	249	29
gene4566	0	0	0	0	0	0	0	0	0	0	0	0	8	25
gene4567	0	0	0	0	0	0	0	0	0	0	0	0	79	40
gene4568	0	0	1	0	0	0	0	0	0	1	0	0	0	9
gene4569	0	0	0	0	0	0	0	0	0	0	0	0	5	30
gene4570	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gene4571	0	0	0	0	0	0	0	0	0	0	0	0	69	22
gene4572	0	0	0	0	0	0	0	0	0	0	0	0	155	59
gene4573	0	0	0	0	0	0	0	0	0	0	0	0	18	62
gene4574	0	0	0	0	0	0	0	0	0	0	0	0	7	41
gene4575	0	0	0	0	0	0	1	1	0	1	0	1	107	64
gene4576	0	0	0	0	0	0	0	0	0	0	0	0	90	32
gene4577	4	5	3	23	14	12	26	62	41	80	42	137	31	5
gene4578	0	0	0	1	0	0	0	0	0	0	0	0	3	26
gene4579	0	1	0	2	1	1	0	0	0	0	0	0	15	56
gene4580	4	18	4	18	25	13	5	14	10	7	16	25	3	4
gene4581	0	0	0	0	0	0	0	0	0	0	0	0	33	195
gene4582	6	6	4	9	12	6	5	7	8	17	15	17	2	2
gene4583	0	0	0	0	0	0	0	0	0	0	0	0	10	34
gene4584	0	1	0	0	0	0	0	0	0	0	0	0	3	22
gene4585	0	0	0	0	0	0	0	0	0	0	0	0	327	33
gene4586	0	0	0	0	1	1	0	0	0	2	1	12	0	0
gene4587	0	0	0	0	0	0	0	0	0	0	0	0	12	30
gene4588	0	0	0	0	0	0	0	0	0	0	0	0	10	120
gene4589	0	0	0	0	0	0	0	0	0	0	0	0	57	2
gene4590	0	0	0	1	0	0	0	0	1	0	2	2	36	1
gene4591	3	4	2	2	2	2	1	1	1	0	1	1	15	147
gene4592	0	0	0	0	0	0	0	0	0	0	0	0	3	17
gene4593	29	20	14	16	10	12	10	11	9	9	8	6	57	16
gene4594	1	2	1	3	2	3	2	2	2	1	1	2	14	35
gene4595	0	0	0	0	0	0	0	0	0	0	0	0	176	25
gene4596	0	0	0	0	0	0	0	0	0	0	0	0	2	14
gene4597	7	4	9	7	4	5	4	4	5	5	3	3	7	33
gene4598	0	0	0	0	0	0	0	0	0	0	0	0	62	34
gene4599	0	0	0	0	0	0	0	0	0	0	0	0	3	28
gene4600	5	3	4	9	2	3	90	88	41	215	280	38	83	24
gene4601	8	14	5	13	20	21	11	12	15	11	28	7	1	1
gene4602	0	0	0	0	0	0	0	0	0	0	0	0	63	24
gene4603	0	0	0	0	0	0	0	0	0	1	0	0	10	1
gene4604	12	6	18	8	1	4	1	1	2	2	1	2	38	5
gene4605	0	0	0	0	0	0	0	0	0	0	0	0	1	13
gene4606	1	0	0	0	0	1	0	0	0	0	0	0	1	13
gene4607	0	0	0	0	0	0	0	0	0	0	0	0	78	16
gene4608	0	0	0	0	0	0	0	0	0	0	0	0	347	168
gene4609	0	0	0	0	0	0	8	21	2	44	119	9	0	0
gene4610	90	155	59	133	201	126	228	128	227	67	46	150	22	9
gene4611	0	0	0	0	0	0	0	0	0	0	0	0	5	26
gene4612	7	76	4	100	322	220	3	2	12	7	4	10	5	1
gene4613	0	0	0	0	0	0	0	0	0	0	0	0	20	46
gene4614	0	0	0	0	0	0	0	0	0	0	0	0	84	36
gene4615	0	0	0	0	0	0	0	0	0	0	1	0	2	58
gene4616	0	0	0	0	0	0	0	0	0	0	0	0	16	2
gene4617	21	18	24	14	11	18	30	30	36	17	15	8	0	0
gene4618	0	0	0	0	0	0	0	0	0	0	0	0	63	29
gene4619	0	0	0	0	0	0	0	0	0	0	0	0	52	15
gene4620	0	0	0	0	0	0	0	0	0	0	0	0	3	17
gene4621	34	52	19	93	169	96	49	55	41	31	29	17	43	2
gene4622	0	0	0	0	0	0	0	0	0	0	0	0	53	5
gene4623	7	15	7	18	35	21	23	36	29	20	27	25	0	0
gene4624	0	0	0	0	0	0	1	0	0	0	0	0	7	56
gene4625	0	2	0	2	7	5	3	7	7	6	6	6	4	8
gene4626	2	2	2	3	3	2	4	4	3	5	24	5	4	6
gene4627	5	2	2	1	1	1	2	2	2	3	2	3	59	19
gene4628	14	12	13	10	8	9	2	2	3	3	3	3	37	82
gene4629	1	2	0	10	8	5	0	0	0	2	2	2	0	0
gene4630	0	0	0	5	2	2	1	2	2	13	5	7	0	0
gene4631	0	0	0	1	1	1	3	4	3	4	3	5	26	7
gene4632	28	25	27	17	9	15	33	25	27	17	14	8	6	2
gene4633	1	0	1	1	0	0	1	1	0	0	0	0	43	22
gene4634	0	0	0	0	0	0	0	0	0	0	0	0	1152	391
gene4635	0	0	0	4	3	2	0	2	1	7	10	10	21	12
gene4636	7	12	8	13	14	10	11	18	11	6	5	4	4	65
gene4637	0	0	0	0	0	0	0	0	0	0	0	0	1	20
gene4638	7	6	7	5	5	6	6	6	6	4	4	4	2	13
gene4639	5	17	4	6	10	11	7	4	12	9	11	18	80	21
gene4640	0	0	0	0	0	0	0	0	0	0	0	0	15	2
gene4641	2	2	1	11	16	7	9	13	14	22	21	23	2	1
gene4642	0	0	0	0	0	0	0	0	0	0	0	0	72	11
gene4643	10	6	4	11	4	8	55	40	26	11	10	5	3	2
gene4644	0	0	0	0	0	0	0	0	0	0	0	0	96	7
gene4645	0	0	0	0	0	0	0	0	0	0	0	0	3	29
gene4646	0	1	0	3	0	1	1	4	1	7	29	2	15	14
gene4647	1	2	1	1	1	1	1	1	1	0	0	0	1	14
gene4648	15	29	23	21	52	37	68	102	76	114	124	230	520	184
gene4649	22	8	5	6	1	3	1	1	2	0	0	1	4	6
gene4650	6	16	3	79	28	61	143	247	255	103	103	126	1	0
gene4651	0	0	1	11	7	11	243	300	120	373	248	246	0	0
gene4652	0	0	0	0	0	0	0	0	0	0	0	0	5	23
gene4653	0	0	0	0	0	0	0	0	0	0	0	0	0	19
gene4654	0	0	0	1	4	0	0	0	0	1	2	2	633	218
gene4655	2	1	2	1	2	1	3	2	2	1	0	1	19	81
gene4656	0	1	0	0	0	0	0	0	0	0	0	0	1	12
gene4657	1	4	1	9	12	8	4	5	5	4	5	7	1	1
gene4658	0	0	1	15	1	0	0	0	0	6	4	3	24	28
gene4659	13	11	5	23	20	13	13	13	6	8	8	3	1	2
gene4660	1	3	3	1	1	3	4	3	4	2	3	2	3	54
gene4661	7	6	17	6	2	11	17	12	16	8	5	3	6	3
gene4662	14	11	8	7	5	7	8	6	5	3	3	2	5	119
gene4663	0	0	0	0	0	0	0	0	0	0	0	0	28	9
gene4664	0	1	1	0	1	0	0	0	0	1	0	0	95	55
gene4665	1	0	1	2	0	1	1	0	0	0	1	0	0	9
gene4666	14	8	22	15	3	14	15	11	17	39	46	45	19	8
gene4667	6	8	8	6	8	8	35	29	31	23	18	21	23	192
gene4668	0	27	1	2	92	62	1	0	9	1	1	11	0	1
gene4669	1	4	2	9	13	9	15	37	23	58	62	131	4	0
gene4670	1	0	0	1	1	0	1	1	1	3	2	3	59	35
gene4671	0	0	0	0	0	0	0	0	0	0	0	0	288	38
gene4672	0	0	0	0	0	0	0	0	0	0	0	0	9	0
gene4673	0	0	1	1	0	0	0	0	0	0	0	0	47	8
gene4674	29	32	50	24	25	45	128	128	129	79	47	75	23	12
gene4675	0	0	0	0	0	0	1	0	0	0	0	0	5	24
gene4676	48	73	139	56	28	82	102	97	126	57	38	43	393	100
gene4677	0	0	0	0	0	0	0	0	0	0	0	0	4	31
gene4678	0	1	0	0	0	2	0	0	0	0	0	0	0	52
gene4679	21	11	17	6	1	5	15	13	11	10	7	8	24	6
gene4680	12	21	10	3	3	3	3	1	1	9	3	1	0	0
gene4681	2	2	1	1	2	2	1	1	2	2	2	2	1	13
gene4682	17	22	11	20	56	22	13	19	22	14	12	23	1	5
gene4683	0	0	0	0	0	0	0	0	0	0	0	0	22	66
gene4684	0	0	0	0	0	0	0	0	0	0	0	0	2	19
gene4685	4	5	6	3	4	4	19	17	19	11	8	7	0	0
gene4686	0	0	0	0	0	0	0	0	0	0	0	0	62	29
gene4687	0	0	0	0	0	0	0	0	0	0	0	0	23	54
gene4688	0	0	0	0	0	0	0	0	0	0	0	0	2	75
gene4689	0	0	0	0	0	0	0	0	0	0	0	0	23	0
gene4690	3	3	6	6	4	8	4	2	8	3	2	7	2	20
gene4691	12	10	9	10	6	9	25	26	26	19	28	20	17	3
gene4692	0	0	0	0	0	0	0	0	0	0	0	0	94	40
gene4693	0	0	0	0	0	0	0	0	0	0	0	0	4	20
gene4694	0	0	0	0	0	0	0	0	0	0	0	0	8	30
gene4695	2	3	3	3	1	2	6	6	4	6	4	3	8	0
gene4696	1	1	0	1	2	1	147	170	132	15	11	6	0	0
gene4697	1	1	2	1	2	1	1	1	1	2	2	1	62	32
gene4698	4	7	2	0	2	1	0	1	0	0	0	0	12	49
gene4699	17	14	32	7	8	14	14	8	10	9	5	6	3	23
gene4700	0	0	0	0	0	0	0	0	0	0	0	0	35	0
gene4701	2	3	6	12	9	6	6	27	14	66	40	58	0	0
gene4702	0	0	0	0	0	0	0	0	0	0	0	0	15	75
gene4703	18	7	6	1	0	2	0	0	0	0	0	0	3	0
gene4704	5	7	6	13	12	13	7	12	22	12	15	21	3	3
gene4705	0	0	0	0	0	0	0	0	0	0	0	0	23	65
gene4706	0	0	0	0	0	0	4	4	4	27	10	23	0	0
gene4707	0	0	0	0	0	0	0	0	0	0	0	0	136	20
gene4708	0	0	2	0	0	0	0	0	0	0	0	0	64	9
gene4709	0	0	1	2	0	0	4	3	3	3	1	2	40	21
gene4710	0	0	0	0	0	0	0	0	0	0	0	0	3	43
gene4711	17	8	11	5	2	3	0	0	0	1	0	1	1	2
gene4712	17	10	12	5	2	4	8	5	3	6	3	3	6	6
gene4713	0	2	0	4	13	3	2	6	4	13	10	30	1	2
gene4714	0	0	0	0	0	0	0	0	0	0	0	0	7	25
gene4715	0	0	0	0	0	0	0	0	0	0	0	0	2	16
gene4716	4	4	3	4	4	5	8	12	12	21	17	35	2	3
gene4717	33	35	7	9	34	6	23	10	15	2	5	4	0	1
gene4718	18	13	13	7	9	11	46	29	29	17	14	15	1	1
gene4719	70	27	67	19	5	18	4	3	2	2	2	2	48	12
gene4720	2	9	3	10	15	12	14	14	20	10	10	15	1	0
gene4721	4	2	4	2	1	2	2	3	3	1	1	1	6	57
gene4722	0	0	0	0	0	0	0	0	0	0	0	0	56	11
gene4723	12	13	18	14	12	12	33	30	23	21	13	11	28	20
gene4724	0	0	0	0	0	0	0	0	0	0	0	0	64	31
gene4725	0	0	0	0	0	0	0	0	0	0	0	0	2	128
gene4726	0	0	0	0	0	0	0	0	0	0	0	0	14	35
gene4727	1	2	0	2	2	2	1	0	0	1	0	0	102	0
gene4728	200	473	276	196	511	233	571	825	779	547	864	769	28	2
gene4729	4	8	5	17	22	8	41	68	67	51	53	69	2	3
gene4730	0	0	0	0	0	0	0	0	0	0	0	0	6	33
gene4731	9	17	42	119	22	52	14	6	15	6	4	7	60	75
gene4732	0	1	0	7	1	0	2	2	3	75	49	72	0	0
gene4733	0	0	1	0	0	0	0	0	0	0	2	0	116	7
gene4734	1	1	0	0	0	1	0	0	0	0	1	0	24	54
gene4735	1	1	0	7	15	4	3	7	3	5	9	15	12	7
gene4736	0	0	0	0	0	0	0	0	0	0	0	0	4	18
gene4737	0	0	0	0	0	0	0	0	0	0	0	0	72	22
gene4738	115	100	61	60	56	66	24	26	23	24	24	16	33	278
gene4739	0	0	0	0	0	0	0	0	0	0	0	0	7	25
gene4740	10	12	19	7	6	10	12	10	11	8	7	5	6	53
gene4741	0	0	0	0	0	0	0	0	0	0	0	0	22	434
gene4742	0	0	0	0	0	0	0	0	0	0	0	0	7	159
gene4743	4	15	6	3	0	1	6	3	2	6	1	2	0	0
gene4744	0	0	0	0	0	0	0	0	0	0	0	0	59	30
gene4745	0	0	0	0	0	0	0	0	0	0	0	0	1	699
gene4746	0	0	0	0	0	0	0	0	0	0	0	0	2	83
gene4747	0	0	0	0	0	0	0	0	0	0	0	0	20	1
gene4748	0	0	0	0	0	0	0	0	0	0	0	0	64	27
gene4749	20	17	28	17	33	20	42	29	34	146	97	117	85	28
gene4750	0	0	0	0	0	0	0	0	0	0	0	0	44	1
